,location,total_sqft,bath,balcony,price,bedrooms
1386,Ahmedabad,3070.71,3,0,236.84,1
1387,Delhi,1264.36,2,3,353.42,2
1388,Kolkata,3949.42,4,3,465.85,2
1390,Pune,3547.24,2,3,236.81,2
1391,Hyderabad,3731.2,3,0,441.55,4
1392,Kolkata,2199.42,1,0,266.72,2
1393,Chennai,1791.76,3,3,272.82,2
1394,Hyderabad,3021.61,1,1,104.49,1
1395,Kolkata,1746.81,3,2,62.16,3
1396,Hyderabad,838.97,3,2,433.54,2
1398,Pune,702.96,2,3,305.26,1
1399,Delhi,3566.26,2,3,159.3,3
1400,Chennai,2572.39,1,3,291.13,2
1401,Ahmedabad,3114.12,1,2,480.53,4
1402,Pune,4996.99,4,0,227.17,2
1405,Bangalore,3403.15,3,3,451.28,1
1406,Mumbai,1370.24,1,3,339.88,3
1407,Ahmedabad,3277.43,4,0,164.88,1
1408,Ahmedabad,2270.63,1,2,285.62,4
1409,Hyderabad,4267.41,2,2,328.28,1
1410,Mumbai,2893.89,3,1,455.56,1
1411,Ahmedabad,1999.67,4,3,123.21,1
1412,Mumbai,3377.96,3,0,243.61,2
1413,Delhi,1202.59,2,1,368.61,1
1415,Pune,3783.18,3,3,306.45,3
1416,Delhi,4986.58,2,3,277.89,1
1417,Bangalore,3211.75,4,2,191.92,2
1418,Kolkata,2873.66,2,3,389.59,4
1419,Ahmedabad,4487.89,1,3,230.07,1
1420,Hyderabad,1456.39,4,0,175.79,4
1421,Bangalore,4924.85,3,1,156.5,2
1422,Bangalore,1348.01,4,1,435.32,4
1423,Hyderabad,2748.35,1,3,441.59,2
1424,Chennai,4874.85,2,3,172.97,4
1425,Delhi,1019.57,1,2,16.41,2
1426,Ahmedabad,982.8,2,2,274.03,2
1427,Chennai,3544.35,2,1,269.16,4
1428,Mumbai,1232.02,3,1,451.44,2
1429,Delhi,3737.17,2,0,443.36,2
1430,Mumbai,4767.82,4,2,141.8,2
1431,Bangalore,3879.55,1,0,82.1,1
1432,Hyderabad,902.21,1,0,293.09,1
1433,Mumbai,1946.91,4,2,458.96,3
1434,Ahmedabad,2358.31,4,1,133.18,3
1435,Hyderabad,4403.39,4,1,184.87,1
1436,Bangalore,4870.28,3,1,463.28,4
1437,Mumbai,814.14,2,1,200.09,2
1439,Mumbai,2901.82,4,0,408.71,2
1440,Kolkata,2680.57,2,1,358.74,3
1441,Pune,3879.43,2,0,347.45,4
1442,Pune,2184.01,1,1,174.56,2
1443,Delhi,1733.84,3,2,25.59,1
1444,Bangalore,2456.79,2,3,66.58,1
1445,Delhi,4156.5,1,2,218.71,1
1446,Hyderabad,4271.24,3,1,438.79,4
1447,Mumbai,1472.5,3,0,260.16,3
1448,Chennai,4937.87,2,2,226.19,3
1449,Chennai,4742.59,4,1,233.9,3
1450,Ahmedabad,4547.94,2,2,160.43,2
1451,Mumbai,3075.37,3,3,239.51,1
1452,Ahmedabad,947.59,4,2,269.31,2
1453,Kolkata,2478.26,3,1,438.96,1
1454,Ahmedabad,4973.41,3,2,227.85,1
1455,Bangalore,878.1,2,3,476.34,2
1456,Delhi,1112.78,2,0,148.26,3
1457,Bangalore,2550.93,2,1,144.69,2
1458,Chennai,1645.16,1,3,195.51,2
1459,Hyderabad,3126.55,4,3,255.91,2
1460,Pune,3500.15,4,2,461.08,1
1461,Hyderabad,2902.42,4,0,211.68,1
1462,Mumbai,947.63,4,3,285.35,3
1463,Mumbai,768.41,3,1,98.9,1
1464,Hyderabad,4854.18,2,0,347.2,1
1466,Bangalore,2039.3,1,0,137.67,4
1468,Chennai,2696.46,3,3,413.38,2
1469,Mumbai,2838.6,2,1,181.54,4
1470,Chennai,4861.05,1,2,210.37,1
1471,Delhi,2232.35,1,1,416.74,2
1472,Kolkata,2152.91,4,2,466.64,1
1473,Hyderabad,3252.87,3,3,85.71,2
1474,Hyderabad,4054.14,3,2,325.68,1
1475,Hyderabad,3597.64,2,0,58.47,4
1477,Hyderabad,4639.44,1,0,323.66,2
1478,Kolkata,4358.2,1,1,451.55,1
1479,Hyderabad,4207.41,2,3,219.48,3
1480,Delhi,653.15,4,3,474.54,2
1481,Mumbai,3727.32,3,2,262.79,1
1482,Hyderabad,2628.43,2,2,489.08,3
1484,Kolkata,3114.27,2,1,230.0,2
1486,Mumbai,4909.7,1,0,304.24,4
1487,Ahmedabad,2428.01,4,2,342.17,2
1488,Hyderabad,2141.47,1,2,117.19,4
1489,Mumbai,1900.37,4,2,157.02,3
1490,Chennai,3285.96,3,3,335.73,1
1491,Delhi,4503.79,3,0,336.44,2
1492,Bangalore,3003.92,4,1,316.25,2
1493,Bangalore,2161.4,4,0,211.54,1
1494,Mumbai,3596.53,4,3,296.55,2
1495,Kolkata,1079.22,2,0,99.52,1
1496,Ahmedabad,2659.82,1,0,85.14,1
1497,Pune,3273.26,3,0,465.11,4
1498,Chennai,3197.45,2,2,323.0,3
1499,Bangalore,2632.89,2,1,102.44,1
1500,Delhi,4546.22,3,3,83.85,2
1501,Hyderabad,985.97,2,1,253.67,1
1504,Hyderabad,3408.01,3,1,62.68,2
1505,Chennai,619.81,1,0,396.06,2
1506,Kolkata,2395.33,3,1,390.88,1
1507,Ahmedabad,2150.83,4,0,78.59,3
1508,Chennai,2408.57,4,2,279.65,4
1509,Mumbai,1804.7,4,1,445.55,3
1510,Bangalore,4793.9,2,2,267.98,1
1511,Hyderabad,3307.1,4,0,413.97,3
1514,Kolkata,1270.66,4,3,165.04,1
1516,Chennai,2468.66,4,0,467.56,4
1517,Bangalore,4545.37,1,3,411.07,4
1518,Delhi,1773.85,1,2,353.99,1
1519,Delhi,1393.72,1,0,203.71,1
1520,Chennai,4184.82,3,0,103.32,4
1521,Mumbai,4489.63,4,1,371.18,2
1522,Kolkata,3039.48,2,1,33.51,1
1523,Hyderabad,2955.63,1,1,339.84,2
1524,Delhi,2138.94,4,1,436.95,2
1525,Ahmedabad,4977.1,4,3,352.12,3
1526,Ahmedabad,3511.76,3,1,240.99,4
1527,Ahmedabad,1709.05,1,2,21.21,2
1528,Pune,2276.73,3,0,410.4,1
1529,Kolkata,1880.73,2,1,134.61,3
1530,Mumbai,1402.59,3,0,443.84,2
1531,Ahmedabad,4442.45,1,1,349.69,3
1532,Bangalore,3011.89,1,0,82.71,1
1533,Pune,695.98,1,1,499.64,2
1534,Chennai,4651.6,2,0,347.99,1
1535,Ahmedabad,4175.4,1,0,355.25,2
1536,Hyderabad,1143.58,4,0,340.98,2
1537,Hyderabad,559.68,3,3,425.06,1
1538,Delhi,2028.18,3,2,31.86,2
1541,Kolkata,713.59,4,3,375.57,1
1543,Hyderabad,1521.17,3,1,242.23,1
1545,Chennai,4714.49,1,1,188.74,2
1546,Delhi,3211.2,1,1,402.76,2
1547,Hyderabad,4804.71,3,1,453.93,1
1548,Pune,2784.34,1,0,283.21,1
1549,Mumbai,2497.16,1,0,149.99,1
1550,Chennai,3437.04,4,2,239.85,2
1551,Kolkata,3081.05,2,3,305.7,1
1552,Chennai,3714.1,1,2,220.33,1
1553,Pune,3284.69,4,1,409.83,2
1554,Bangalore,1660.81,2,1,362.47,3
1555,Pune,4396.91,2,1,298.1,1
1556,Chennai,2001.13,4,2,293.35,4
1557,Ahmedabad,4581.58,4,2,343.56,2
1558,Mumbai,2472.6,1,2,61.25,4
1560,Pune,798.92,1,2,418.67,1
1561,Kolkata,4090.27,2,0,127.53,2
1562,Pune,2422.69,2,0,487.9,3
1563,Bangalore,3092.11,4,3,407.07,4
1564,Chennai,1551.98,2,0,406.69,2
1565,Bangalore,3287.45,2,1,132.38,2
1566,Delhi,466.86,4,2,29.09,1
1567,Kolkata,2361.65,1,2,378.08,3
1568,Ahmedabad,762.13,4,0,130.76,1
1569,Pune,1218.34,1,3,480.84,3
1570,Kolkata,2532.15,4,0,85.18,4
1571,Kolkata,2773.23,2,3,320.67,3
1572,Mumbai,1299.66,3,2,321.79,4
1574,Kolkata,1660.05,4,1,480.66,2
1575,Hyderabad,2346.46,1,2,444.08,1
1576,Mumbai,1107.85,1,3,332.91,2
1578,Ahmedabad,2029.77,2,0,310.94,4
1579,Mumbai,4004.48,3,1,53.45,3
1580,Hyderabad,579.09,2,2,213.55,1
1581,Delhi,1691.69,3,0,409.63,2
1582,Chennai,1877.7,3,3,486.66,2
1583,Mumbai,3652.26,3,3,268.55,4
1584,Kolkata,917.22,3,1,199.95,1
1585,Pune,2186.66,2,2,491.46,3
1586,Delhi,2556.79,1,3,241.07,3
1587,Pune,1964.42,1,2,443.26,3
1588,Mumbai,4406.31,1,0,389.61,2
1589,Kolkata,1513.7,2,2,492.99,4
1590,Bangalore,2478.87,1,3,303.49,3
1591,Kolkata,2450.32,3,2,354.35,4
1592,Hyderabad,3336.47,3,0,198.54,2
1593,Delhi,1065.02,4,2,251.26,3
1594,Kolkata,2802.41,1,3,198.1,3
1595,Kolkata,1704.83,4,1,458.12,2
1596,Hyderabad,2227.12,2,2,147.49,1
1597,Kolkata,1077.35,2,0,146.78,1
1598,Kolkata,749.95,3,2,321.8,2
1599,Ahmedabad,1247.77,4,1,75.23,1
1600,Hyderabad,2425.76,1,1,493.45,2
1601,Chennai,4317.35,4,1,79.14,4
1602,Mumbai,2450.64,4,3,54.05,1
1603,Mumbai,3997.2,1,0,87.78,1
1604,Delhi,1568.67,3,0,420.07,1
1605,Mumbai,1850.31,1,3,494.19,1
1606,Hyderabad,1583.02,2,2,118.33,4
1607,Hyderabad,3478.93,4,3,494.2,3
1608,Bangalore,2469.36,3,1,396.92,1
1609,Hyderabad,1692.74,4,1,314.21,1
1610,Kolkata,4063.94,4,2,69.48,2
1611,Hyderabad,3477.56,3,1,131.72,4
1612,Kolkata,2536.76,2,1,337.71,4
1613,Delhi,4466.77,3,2,183.49,3
1615,Mumbai,1381.95,3,3,335.25,2
1616,Hyderabad,1156.8,4,0,126.39,2
1617,Ahmedabad,2907.48,1,3,151.26,3
1618,Bangalore,782.47,4,3,354.41,2
1620,Bangalore,3600.83,2,1,459.86,1
1621,Mumbai,3611.15,2,2,102.45,3
1622,Pune,2031.74,4,1,307.45,4
1623,Mumbai,1060.33,3,3,185.17,3
1624,Hyderabad,4366.75,2,1,409.94,1
1625,Pune,4159.66,1,2,458.1,1
1627,Ahmedabad,1261.77,4,1,25.65,4
1628,Ahmedabad,4175.7,4,2,286.32,3
1631,Pune,3058.63,1,0,311.65,2
1632,Chennai,3272.59,3,3,336.02,2
1633,Mumbai,4432.04,3,2,211.92,3
1634,Bangalore,1240.21,4,0,213.68,1
1635,Kolkata,4235.48,4,2,101.01,4
1636,Bangalore,3962.97,2,3,196.32,1
1637,Mumbai,608.55,1,3,346.73,1
1638,Mumbai,4618.96,3,0,152.75,3
1640,Delhi,562.63,1,0,489.32,1
1641,Pune,3241.86,2,1,175.15,1
1642,Hyderabad,3495.4,4,3,116.69,1
1643,Pune,4208.6,1,1,247.85,3
1644,Kolkata,4717.15,3,1,351.42,4
1645,Mumbai,2972.47,2,0,72.43,1
1646,Ahmedabad,2832.82,1,2,461.23,2
1647,Bangalore,3213.72,4,0,167.1,2
1648,Bangalore,2174.56,1,0,390.21,2
1649,Ahmedabad,3413.9,1,0,331.67,2
1650,Delhi,4025.92,4,0,430.71,4
1651,Chennai,1962.8,4,0,485.53,2
1652,Mumbai,4166.9,3,2,496.29,2
1653,Ahmedabad,4285.76,3,2,163.45,1
1654,Ahmedabad,4773.74,1,1,256.88,2
1655,Pune,4291.89,1,0,449.04,4
1656,Pune,2141.88,4,1,140.89,3
1657,Bangalore,3089.83,2,0,94.34,3
1659,Pune,1389.27,1,0,322.88,4
1660,Bangalore,1819.25,4,3,25.34,1
1661,Mumbai,4263.67,2,3,444.28,2
1662,Hyderabad,2125.17,3,3,226.92,2
1663,Chennai,3634.65,1,0,246.35,1
1664,Pune,4729.34,3,2,132.25,1
1665,Ahmedabad,2000.0,1,0,454.94,1
1666,Chennai,2257.92,3,1,291.39,2
1667,Chennai,3076.36,1,2,146.9,1
1668,Kolkata,753.02,4,1,55.59,1
1669,Mumbai,4065.22,2,1,126.8,3
1670,Mumbai,3749.36,1,3,282.8,4
1671,Hyderabad,405.28,4,3,297.35,1
1672,Hyderabad,1210.83,2,2,38.22,1
1673,Bangalore,2072.36,3,0,453.51,3
1674,Ahmedabad,4618.03,4,2,187.74,1
1675,Ahmedabad,872.63,2,1,474.73,1
1676,Mumbai,1178.01,2,2,67.32,2
1677,Mumbai,4417.05,4,1,166.97,3
1679,Bangalore,2963.53,2,2,72.74,1
1681,Ahmedabad,2365.09,2,3,440.94,2
1682,Pune,2775.42,3,1,177.21,2
1684,Ahmedabad,4220.07,1,0,413.66,2
1686,Chennai,870.14,2,2,23.89,2
1687,Ahmedabad,808.72,1,3,111.85,2
1689,Delhi,1377.91,4,0,345.25,4
1690,Kolkata,4376.28,3,1,343.16,3
1691,Ahmedabad,4721.28,3,1,402.74,2
1692,Bangalore,4823.72,3,3,227.14,4
1693,Ahmedabad,1263.5,3,3,214.36,3
1694,Bangalore,1275.02,1,2,415.42,4
1695,Bangalore,1899.79,2,0,383.18,2
1696,Pune,3721.07,2,0,127.84,1
1697,Mumbai,4023.42,4,1,124.52,2
1698,Chennai,3486.03,2,1,69.9,1
1699,Ahmedabad,892.0,1,1,428.71,2
1700,Pune,325.83,2,2,492.87,1
1701,Delhi,2574.49,4,2,142.42,2
1702,Delhi,4414.76,2,2,232.32,4
1703,Delhi,4804.56,1,3,380.63,1
1704,Bangalore,2247.62,2,0,53.45,4
1705,Ahmedabad,1714.77,4,2,66.85,2
1706,Ahmedabad,822.31,3,2,138.07,2
1707,Kolkata,775.71,2,3,240.41,2
1708,Pune,3683.14,2,2,168.17,4
1709,Bangalore,1642.67,2,1,146.13,1
1710,Bangalore,1961.17,2,3,176.76,4
1711,Bangalore,4459.93,1,2,300.11,4
1712,Chennai,2834.81,1,1,416.4,3
1713,Kolkata,2999.5,2,0,214.58,2
1714,Bangalore,1687.64,2,2,351.76,1
1715,Ahmedabad,4697.28,4,1,235.32,3
1716,Hyderabad,1904.14,2,1,235.62,1
1718,Delhi,4205.63,4,3,174.18,2
1719,Pune,2612.37,3,3,40.63,3
1720,Delhi,1499.76,1,3,303.08,3
1722,Ahmedabad,2397.92,3,0,269.09,3
1723,Pune,3411.49,3,2,326.76,2
1724,Kolkata,3034.45,4,3,395.25,2
1725,Mumbai,4755.12,4,1,161.13,1
1727,Chennai,4188.47,3,0,390.29,3
1728,Mumbai,4910.95,1,2,216.73,2
1729,Mumbai,3518.36,1,1,439.9,1
1731,Mumbai,928.35,2,2,458.48,1
1732,Mumbai,1241.22,3,3,369.48,4
1733,Mumbai,2758.31,3,0,109.33,3
1734,Kolkata,1009.17,3,2,384.69,3
1735,Kolkata,1043.0,3,3,287.14,2
1736,Mumbai,4812.78,3,3,357.27,1
1737,Kolkata,1340.84,4,2,90.09,1
1738,Ahmedabad,3182.27,4,1,415.43,1
1739,Delhi,742.92,2,2,358.79,2
1740,Mumbai,3677.03,1,1,229.25,4
1741,Delhi,2232.33,1,3,482.18,2
1742,Bangalore,1821.04,4,1,459.05,3
1743,Pune,3207.32,4,0,147.45,4
1744,Delhi,1730.66,1,1,75.51,4
1745,Bangalore,3150.6,3,0,143.95,4
1746,Ahmedabad,4346.44,3,3,313.77,2
1747,Ahmedabad,2871.73,2,3,29.06,1
1748,Hyderabad,3652.0,1,0,455.97,3
1749,Mumbai,3152.17,3,3,352.72,4
1750,Hyderabad,2419.68,2,0,461.09,3
1751,Ahmedabad,4363.91,1,0,162.07,2
1752,Chennai,1941.13,1,1,239.96,1
1753,Kolkata,969.45,4,0,88.81,2
1754,Pune,4872.66,3,1,119.86,2
1755,Delhi,4849.18,4,2,407.49,2
1756,Chennai,4246.51,3,2,125.41,3
1757,Mumbai,626.32,4,3,302.42,2
1758,Mumbai,381.93,1,1,360.04,1
1759,Kolkata,1761.27,4,0,340.07,1
1760,Bangalore,2742.8,4,1,198.99,4
1761,Delhi,4108.17,3,3,350.26,2
1762,Kolkata,3339.61,3,0,146.88,1
1763,Kolkata,1427.58,1,0,147.52,1
1764,Kolkata,3827.37,3,2,183.98,2
1765,Pune,1048.12,4,2,87.8,2
1766,Chennai,2952.34,2,3,201.04,2
1767,Pune,2258.62,3,0,131.8,1
1768,Mumbai,2203.86,2,0,291.12,4
1769,Chennai,4273.8,4,3,419.26,1
1771,Hyderabad,4770.74,3,1,238.33,2
1772,Chennai,3498.83,1,0,364.54,1
1773,Chennai,521.88,1,1,458.93,1
1774,Hyderabad,4593.07,2,3,96.6,1
1776,Mumbai,3124.25,4,2,131.23,1
1777,Bangalore,3490.76,3,1,123.53,2
1778,Bangalore,3823.28,3,0,307.61,2
1779,Ahmedabad,2336.68,2,0,147.76,3
1781,Ahmedabad,3392.45,3,1,203.58,2
1782,Pune,4393.04,4,1,345.4,3
1783,Kolkata,4085.87,3,1,447.62,3
1785,Kolkata,3233.37,3,3,176.46,3
1786,Chennai,469.39,4,3,77.46,1
1787,Ahmedabad,2449.72,2,2,116.97,3
1788,Ahmedabad,2245.08,1,0,231.06,2
1789,Mumbai,3335.59,4,0,38.44,2
1790,Chennai,1922.33,4,1,41.81,4
1791,Delhi,4179.24,1,2,53.17,2
1792,Bangalore,4007.72,2,2,85.66,3
1793,Delhi,4157.34,4,1,364.53,2
1795,Mumbai,1893.93,3,3,166.17,2
1796,Hyderabad,2057.09,1,2,108.47,2
1797,Mumbai,2306.35,4,3,226.06,1
1798,Delhi,1382.28,3,1,178.64,2
1799,Hyderabad,3406.98,4,1,216.79,1
1800,Chennai,2007.04,3,2,93.41,3
1802,Chennai,2296.4,4,2,224.02,1
1803,Pune,4755.15,1,1,416.31,2
1804,Pune,1099.25,2,1,381.85,2
1805,Chennai,799.63,4,2,374.46,2
1806,Ahmedabad,4525.19,1,2,381.15,1
1807,Ahmedabad,2139.57,2,1,37.04,1
1808,Delhi,4281.14,2,1,467.69,1
1809,Mumbai,4646.31,4,3,259.44,2
1810,Hyderabad,2073.98,3,2,477.94,1
1811,Kolkata,4901.45,1,3,112.68,4
1812,Kolkata,3916.56,3,0,494.72,1
1813,Delhi,3779.62,4,2,480.08,2
1814,Mumbai,2447.38,3,3,366.62,2
1815,Chennai,863.92,3,2,60.09,2
1816,Chennai,3425.38,4,1,398.79,3
1817,Pune,2229.01,4,3,446.22,3
1820,Bangalore,3208.42,1,3,202.87,1
1821,Hyderabad,2831.25,2,1,328.18,3
1822,Pune,2162.23,3,3,354.26,3
1823,Ahmedabad,799.82,2,0,165.22,1
1825,Ahmedabad,1852.71,1,0,30.91,2
1826,Chennai,2233.68,1,2,487.65,3
1827,Pune,2738.17,4,1,434.22,2
1828,Chennai,4220.54,2,0,251.53,1
1829,Ahmedabad,3771.51,4,0,492.41,4
1830,Delhi,3994.09,3,3,261.77,4
1831,Chennai,1416.44,2,2,395.35,3
1832,Delhi,4826.7,4,3,425.57,1
1833,Pune,1089.03,2,2,86.71,1
1834,Hyderabad,2984.4,4,2,165.3,1
1835,Mumbai,2310.13,2,1,251.69,2
1837,Pune,733.25,1,2,425.84,1
1838,Kolkata,1439.62,2,1,78.89,1
1839,Ahmedabad,734.48,3,3,127.94,2
1842,Chennai,3045.13,4,1,363.43,2
1843,Kolkata,2091.65,4,1,241.19,2
1844,Kolkata,3207.46,3,1,169.96,1
1845,Ahmedabad,1314.41,2,0,40.0,2
1846,Mumbai,1663.25,3,0,307.6,4
1847,Kolkata,1327.12,3,1,316.15,1
1848,Delhi,3075.75,2,2,58.7,1
1849,Kolkata,2336.4,4,2,434.18,1
1850,Ahmedabad,2584.14,3,0,104.71,3
1852,Mumbai,1303.32,4,1,302.88,1
1853,Hyderabad,2932.52,3,0,364.54,1
1854,Hyderabad,2610.05,3,0,53.32,2
1857,Hyderabad,3986.62,4,0,308.11,3
1858,Kolkata,4918.13,1,1,423.6,2
1859,Delhi,4810.68,4,0,329.23,1
1860,Bangalore,751.95,3,1,493.18,2
1861,Hyderabad,4750.08,3,1,107.41,2
1862,Chennai,443.34,4,1,330.44,1
1864,Pune,805.37,1,1,375.24,2
1866,Bangalore,3043.23,3,2,378.89,3
1867,Bangalore,2113.02,1,3,419.53,2
1868,Kolkata,3286.79,2,2,259.1,1
1869,Bangalore,4341.47,4,2,186.18,3
1871,Kolkata,2295.33,2,3,322.25,4
1873,Chennai,2402.05,2,3,424.7,4
1874,Pune,3295.87,1,0,416.16,4
1875,Delhi,1433.51,2,3,274.16,4
1876,Ahmedabad,1059.63,2,0,246.52,1
1877,Mumbai,2653.25,2,1,216.34,4
1878,Ahmedabad,3013.21,1,0,79.04,1
1879,Bangalore,4028.09,1,1,497.12,1
1880,Mumbai,925.56,4,3,13.5,2
1881,Kolkata,4461.73,3,0,148.74,1
1883,Delhi,2111.52,4,1,165.27,2
1884,Hyderabad,4377.49,1,1,68.63,2
1885,Hyderabad,722.61,1,1,254.19,2
1886,Delhi,3783.47,4,1,405.16,3
1887,Hyderabad,2850.53,4,2,28.97,1
1888,Delhi,3172.55,4,1,397.49,3
1889,Hyderabad,1148.44,3,1,159.29,1
1890,Ahmedabad,3453.19,2,0,80.1,4
1891,Chennai,2285.21,2,0,183.0,1
1892,Pune,3422.19,3,1,172.71,1
1893,Chennai,2125.6,3,2,320.45,1
1894,Pune,2433.46,4,1,195.84,1
1895,Mumbai,1451.88,2,0,156.66,2
1896,Bangalore,865.12,1,3,352.82,2
1897,Chennai,2174.44,3,1,343.03,4
1898,Ahmedabad,1257.94,1,3,189.56,2
1899,Ahmedabad,3533.23,1,3,80.13,2
1900,Ahmedabad,1877.73,2,1,66.11,2
1901,Delhi,2426.84,1,1,452.91,2
1902,Chennai,4012.26,4,0,249.54,3
1903,Bangalore,3511.06,2,0,488.47,4
1904,Mumbai,4757.28,3,0,480.49,2
1905,Hyderabad,930.69,3,3,85.23,1
1906,Pune,3324.53,1,3,460.96,1
1907,Delhi,4903.57,4,3,53.31,1
1908,Ahmedabad,625.84,3,3,192.84,1
1909,Mumbai,1865.49,1,1,253.66,4
1910,Bangalore,1493.49,2,1,349.6,1
1911,Hyderabad,2475.73,4,3,432.84,2
1912,Hyderabad,1313.7,2,0,251.0,4
1913,Bangalore,4525.94,1,2,179.83,2
1914,Kolkata,2129.59,1,2,458.35,3
1915,Chennai,4373.65,2,1,256.55,1
1916,Chennai,4489.08,3,1,407.83,1
1917,Kolkata,2240.86,3,0,143.13,2
1918,Chennai,2522.36,3,0,428.63,2
1919,Kolkata,1616.77,2,0,209.0,2
1920,Pune,4261.69,4,0,495.35,2
1921,Chennai,3111.98,4,1,37.05,3
1922,Bangalore,3264.12,1,0,272.11,1
1923,Kolkata,3450.26,4,1,433.73,1
1924,Delhi,1591.16,4,1,144.51,2
1925,Mumbai,4973.79,4,0,311.6,2
1926,Bangalore,3080.28,4,1,356.22,4
1927,Mumbai,4129.81,4,3,254.79,3
1928,Chennai,686.18,4,3,74.6,1
1929,Kolkata,2291.07,2,3,191.3,1
1930,Kolkata,2018.52,1,0,135.32,1
1931,Delhi,3165.29,2,3,378.29,2
1932,Delhi,3091.59,4,3,45.45,1
1933,Bangalore,2184.18,4,2,399.75,1
1934,Delhi,3545.05,4,1,485.27,2
1935,Mumbai,1436.9,4,3,139.41,1
1936,Kolkata,1091.98,4,1,497.95,3
1937,Mumbai,3065.14,4,3,384.78,1
1938,Chennai,1986.72,2,2,212.22,2
1939,Ahmedabad,945.32,2,1,421.71,2
1940,Delhi,1778.96,1,0,172.96,4
1941,Hyderabad,3088.4,1,1,498.12,1
1942,Delhi,1883.85,4,2,460.17,3
1944,Pune,937.63,1,0,58.19,1
1945,Ahmedabad,4026.15,4,3,427.01,3
1946,Chennai,947.51,1,2,407.23,2
1947,Bangalore,4125.38,4,3,459.32,1
1948,Kolkata,2593.52,4,1,29.39,2
1949,Ahmedabad,3500.78,2,0,238.83,2
1950,Delhi,3853.36,3,0,437.54,2
1951,Ahmedabad,1975.92,2,0,58.39,1
1952,Chennai,514.53,1,0,278.99,1
1953,Kolkata,4651.23,1,0,281.19,1
1954,Delhi,4800.29,3,3,287.21,2
1955,Chennai,4843.24,4,2,469.83,2
1956,Hyderabad,3320.21,3,3,299.23,4
1957,Hyderabad,2387.21,3,2,266.67,1
1958,Mumbai,2734.52,2,3,413.06,4
1959,Delhi,4043.56,3,1,266.91,1
1960,Ahmedabad,1066.25,4,0,373.88,2
1961,Delhi,4376.29,4,0,145.39,3
1962,Ahmedabad,1743.39,3,0,331.68,4
1963,Mumbai,2497.38,1,1,76.37,3
1964,Chennai,2084.33,2,3,482.77,1
1965,Mumbai,4197.46,1,1,348.72,2
1966,Ahmedabad,4350.39,3,2,423.78,3
1968,Delhi,3939.56,4,1,174.52,1
1969,Kolkata,3814.69,4,2,295.52,4
1970,Pune,4055.5,3,2,167.02,1
1971,Chennai,1493.61,4,1,289.57,1
1972,Delhi,3682.64,4,3,179.44,1
1973,Bangalore,2464.07,1,2,308.12,2
1974,Mumbai,1621.15,1,0,241.43,2
1975,Bangalore,3452.99,4,2,477.21,1
1976,Kolkata,3116.75,1,2,485.18,1
1977,Chennai,4737.8,1,1,254.86,2
1978,Mumbai,3656.36,3,1,366.14,2
1979,Chennai,3461.12,3,3,329.85,2
1980,Kolkata,3200.97,3,1,217.94,1
1981,Chennai,4945.83,2,3,101.65,1
1982,Hyderabad,3023.24,3,0,389.18,1
1983,Hyderabad,1275.23,2,2,125.19,1
1984,Delhi,529.6,2,2,297.08,1
1985,Bangalore,4348.4,4,0,301.84,1
1986,Delhi,2301.78,2,3,250.71,4
1987,Mumbai,746.4,4,3,264.53,2
1988,Hyderabad,2660.05,3,0,112.38,1
1989,Mumbai,3416.62,2,2,78.87,2
1990,Chennai,1387.74,1,1,333.91,2
1991,Hyderabad,3266.72,3,2,329.51,2
1993,Mumbai,900.43,4,3,409.53,2
1994,Kolkata,3258.34,1,1,147.51,2
1995,Pune,3843.7,3,3,328.61,2
1996,Ahmedabad,1721.12,3,2,281.88,2
1997,Pune,1655.95,3,3,178.08,3
1998,Kolkata,3523.73,2,0,309.86,3
1999,Hyderabad,2909.77,4,3,124.92,2
2000,Kolkata,1729.33,3,1,383.7,1
2001,Bangalore,3286.68,1,2,251.59,3
2002,Mumbai,4824.44,2,1,497.92,3
2003,Delhi,1212.34,1,0,204.69,1
2004,Delhi,1488.89,1,2,273.91,4
2005,Bangalore,1432.9,1,2,207.48,4
2007,Delhi,959.57,3,1,242.03,2
2009,Pune,332.75,3,2,38.79,1
2010,Pune,686.1,1,3,236.39,1
2012,Chennai,2009.08,4,1,435.97,4
2013,Delhi,649.35,1,3,179.43,1
2015,Mumbai,2919.45,3,0,351.14,3
2016,Ahmedabad,3329.43,3,2,293.66,1
2017,Pune,2825.3,3,0,55.59,1
2018,Mumbai,731.75,4,3,314.39,2
2019,Bangalore,4154.16,2,3,403.78,2
2021,Delhi,1754.94,2,0,250.75,2
2023,Hyderabad,710.35,3,2,122.9,1
2024,Hyderabad,2616.99,3,3,266.3,1
2026,Mumbai,2393.04,3,1,123.74,1
2029,Ahmedabad,1472.54,1,2,161.23,1
2030,Mumbai,2429.31,4,1,363.92,3
2032,Mumbai,1679.28,4,1,257.51,1
2033,Hyderabad,301.61,3,1,256.22,1
2034,Hyderabad,845.31,1,2,285.06,1
2035,Chennai,3558.21,1,3,385.01,1
2036,Pune,1073.12,4,1,285.02,2
2037,Mumbai,2645.67,1,0,312.54,2
2038,Hyderabad,1984.93,3,0,216.09,3
2039,Kolkata,1006.63,4,1,302.78,1
2040,Hyderabad,4685.24,2,1,405.5,2
2041,Bangalore,1275.58,3,1,225.41,4
2043,Hyderabad,4702.69,3,0,465.65,1
2044,Kolkata,4062.36,4,3,481.51,3
